	SNP	Chromosome	Position	trait1
150	ENSG00000132010	19	12203657	0.00203205992819046
151	ENSG00000176692	16	86600856	0.00211819841751227
152	ENSG00000137090	9	841689	0.00213366722479557
153	ENSG00000198551	19	11670188	0.00214052929319856
154	ENSG00000123636	2	160175489	0.00217530924588932
155	ENSG00000103199	16	4798239	0.00234574310275293
156	ENSG00000196387	12	133656423	0.0024348630413866
157	ENSG00000167074	22	41763336	0.00248508767811411
158	ENSG00000178935	19	58315208	0.00257904746313095
159	ENSG00000105967	7	115575201	0.00263719795511068
160	ENSG00000174279	2	176942199	0.00269025510273616
161	ENSG00000164048	3	48282589	0.00293634784606707
162	ENSG00000095574	10	124750321	0.0029439206172843
163	ENSG00000109132	4	41746098	0.00296705400763057
164	ENSG00000214717	23	2404454	0.00301240033199573
165	ENSG00000089225	12	114791735	0.00307412584275541
166	ENSG00000069011	5	134363424	0.00308579747000347
167	ENSG00000168795	9	37438110	0.00310369082775462
168	ENSG00000161405	17	37921197	0.00314503664169631
169	ENSG00000197921	1	2460183	0.00325049589591234
170	ENSG00000162702	1	200374067	0.00332462945730909
171	ENSG00000130254	19	5587009	0.00333990334325189
172	ENSG00000167380	19	44669225	0.00342950949548615
173	ENSG00000198342	19	12460184	0.00354171293688562
174	ENSG00000177873	3	40518603	0.00359114946384276
175	ENSG00000131848	19	56732680	0.00369394898384097
176	ENSG00000153207	1	247002399	0.003702724982349
177	ENSG00000212993	8	128426534	0.00378171458387886
178	ENSG00000184436	22	21353392	0.00382133591966008
179	ENSG00000184481	23	70316046	0.00415774687728883
180	ENSG00000151702	11	128556429	0.00417045695765879
181	ENSG00000138380	2	203776936	0.00424787800119735
182	ENSG00000081386	9	99518146	0.0043721140614857
183	ENSG00000180035	16	30389632	0.00438300734713307
184	ENSG00000169548	22	22868059	0.00441127363894135
185	ENSG00000197037	7	99214568	0.00447227728403053
186	ENSG00000196152	9	130186660	0.00465019891302586
187	ENSG00000157613	11	46299211	0.00473140062928545
188	ENSG00000196267	19	52657116	0.00477623269374185
189	ENSG00000119608	14	75319735	0.00487130620126928
190	ENSG00000198353	12	54410714	0.00488554178429533
191	ENSG00000118156	19	48023941	0.00488800697326695
192	ENSG00000196767	23	82763268	0.00493253110871787
193	ENSG00000128710	2	176973517	0.00495157224766006
194	ENSG00000198440	19	56909334	0.00495895299551467
195	ENSG00000178860	8	72753783	0.00511058460837233
196	ENSG00000112242	6	20402397	0.00513744342886226
197	ENSG00000143365	1	151778546	0.00514004064377318
198	ENSG00000164458	6	166571143	0.00529628320828958
199	ENSG00000186812	18	32820993	0.00536632671970525
200	ENSG00000168874	2	85978466	0.00546633147241464
201	ENSG00000127528	19	16435627	0.00559828918940479
202	ENSG00000083817	19	58082933	0.00568678872850178
203	ENSG00000186017	19	36936020	0.00577184776523191
204	ENSG00000164185	5	121465316	0.0057877125824118
205	ENSG00000197472	1	247108848	0.00578983883563674
206	ENSG00000256223	12	133707160	0.0058150539101682
207	ENSG00000102870	16	30789777	0.00586614585663023
208	ENSG00000065029	6	35226758	0.00591550092174857
209	ENSG00000165643	9	138585252	0.00595180911442534
210	ENSG00000189164	19	37862062	0.00597352588818953
211	ENSG00000178917	3	44540461	0.00605397984234894
212	ENSG00000114126	3	141663276	0.00624562536650936
213	ENSG00000176472	19	44029648	0.00631198819527983
214	ENSG00000105991	7	27132611	0.00647914552434298
215	ENSG00000048405	7	126986843	0.00652342309416276
216	ENSG00000170577	2	45232299	0.00662499186398354
217	ENSG00000111269	12	12764760	0.00670526989318298
218	ENSG00000197013	19	21679483	0.00671262804921287
219	ENSG00000168769	4	106067449	0.00681781320108528
220	ENSG00000127152	14	99635623	0.00686507229454397
221	ENSG00000187772	6	105404922	0.00693519575511354
222	ENSG00000196268	19	21579920	0.00703545950342953
223	ENSG00000105127	19	15464195	0.00708703891672145
224	ENSG00000176160	17	56497527	0.00709222379392168
225	ENSG00000131115	19	44711699	0.00713693022839578
226	ENSG00000136936	9	100437190	0.0073598464340488
227	ENSG00000116035	2	71127719	0.00744729242397896
228	ENSG00000065978	1	43148097	0.00746249978025669
229	ENSG00000170515	12	56498102	0.00759309627929541
230	ENSG00000126561	17	40439564	0.00760948704291966
231	ENSG00000169946	8	106330919	0.00789220277088686
232	ENSG00000165804	14	21558204	0.00799267142702974
233	ENSG00000173757	17	40351185	0.00808973347088284
234	ENSG00000163508	3	27757439	0.00814505603205173
235	ENSG00000105516	19	49133286	0.00817182553047373
236	ENSG00000043355	13	100634025	0.00861860427258462
237	ENSG00000173258	9	114287438	0.00862236789921828
238	ENSG00000171161	1	249132408	0.00872988821657707
239	ENSG00000123576	23	103494718	0.00877439433688138
240	ENSG00000078399	7	27202053	0.00885881657816659
241	ENSG00000105997	7	27145802	0.00886146103919639
242	ENSG00000180479	19	38045683	0.00890770468132598
243	ENSG00000175832	17	41605211	0.0089830344151391
244	ENSG00000189180	10	38299577	0.00899969129775012
245	ENSG00000183770	3	138663065	0.00912472907298839
246	ENSG00000125813	20	21686296	0.00919267921887998
247	ENSG00000168779	3	157814947	0.00928890357978487
248	ENSG00000123407	12	54348617	0.00948638561994007
249	ENSG00000230797	23	21874104	0.00951627044047289
250	ENSG00000164651	7	20823905	0.00973180400898413
251	ENSG00000119547	18	55102916	0.010080282370834
252	ENSG00000158055	1	24645811	0.0100998246819069
253	ENSG00000076108	12	56989379	0.0102640132350468
254	ENSG00000115507	2	63277191	0.0103131820631882
255	ENSG00000012223	3	46477135	0.0104698169672687
256	ENSG00000198453	19	37407265	0.0105138428446394
257	ENSG00000005073	7	27221128	0.0105752024432573
258	ENSG00000135547	6	126068809	0.010797325214745
259	ENSG00000120963	8	102190105	0.0108591735769346
260	ENSG00000174652	19	9523271	0.0110525028225647
261	ENSG00000064961	19	3572774	0.0116108086275989
262	ENSG00000196793	10	44051791	0.0117640647875769
263	ENSG00000106261	7	99613203	0.0119073358790917
264	ENSG00000172216	20	48807375	0.0120552625489386
265	ENSG00000137871	15	56922378	0.012197260627962
266	ENSG00000106006	7	27185014	0.0122209550772891
267	ENSG00000062370	19	44830707	0.0122830842390067
268	ENSG00000124459	19	44416780	0.0125416278259777
269	ENSG00000155090	8	103661006	0.0128372535215462
270	ENSG00000251493	5	72740653	0.013166845212165
271	ENSG00000053254	14	89622515	0.0132363473918211
272	ENSG00000180318	12	85673884	0.0132621522692577
273	ENSG00000136327	14	37049783	0.013273317793778
274	ENSG00000180806	12	54388678	0.0133244311061435
275	ENSG00000152475	19	58878984	0.0133377715881206
276	ENSG00000121864	3	179040778	0.0133832789508711
277	ENSG00000197050	19	37498758	0.0134455281525301
278	ENSG00000185177	7	57187320	0.0134495566223548
279	ENSG00000153896	19	35248980	0.0135753804071551
280	ENSG00000196867	19	57050316	0.0136290964944744
281	ENSG00000186026	19	44576296	0.0136384521534474
282	ENSG00000121406	19	58038793	0.0137703945469512
283	ENSG00000069667	15	60780482	0.0137925064609562
284	ENSG00000198740	17	47366567	0.0138140519907579
285	ENSG00000165891	12	77415026	0.0139660940567558
286	ENSG00000173480	19	58411663	0.0140157140896513
287	ENSG00000185669	16	88744089	0.0141824417801186
288	ENSG00000132024	19	14017013	0.0152303585418042
289	ENSG00000176165	14	29235049	0.0154682612066388
290	ENSG00000126778	14	61110132	0.0155436303095713
291	ENSG00000169840	13	28366779	0.0157030689554892
292	ENSG00000103449	16	51169885	0.0157511168777365
293	ENSG00000161551	19	52359054	0.0158679949784834
294	ENSG00000117139	1	202696525	0.015908684415592
295	ENSG00000130940	1	10696660	0.0159150783856211
296	ENSG00000074047	2	121493198	0.0160031466759673
297	ENSG00000122145	23	79270254	0.0161496276662893
298	ENSG00000251247	19	37341262	0.0162185616194001
299	ENSG00000182759	8	144501351	0.0162203961584206
300	ENSG00000177853	10	97889471	0.0165315937342667
301	ENSG00000118495	6	144261438	0.0166196887454286
302	ENSG00000223547	19	12175513	0.0166548372224504
303	ENSG00000138336	10	70320412	0.0168520150565699
304	ENSG00000166888	12	57489190	0.0168859845511954
305	ENSG00000180938	8	125985539	0.0171203895846159
306	ENSG00000186300	19	2841432	0.0175729623747679
307	ENSG00000215271	14	23741665	0.0176555559662868
308	ENSG00000161298	19	37095718	0.0177706249745805
309	ENSG00000010244	17	30677135	0.0178149738699804
310	ENSG00000159885	19	44529493	0.0179735074629457
311	ENSG00000245848	19	33790839	0.0183273561303853
312	ENSG00000187187	19	40490040	0.0184335155169168
313	ENSG00000197808	19	37128093	0.018486802395646
314	ENSG00000173894	17	77751930	0.0185005480745309
315	ENSG00000107187	9	139088095	0.018749340463506
316	ENSG00000120784	19	38104649	0.0189573135022232
317	ENSG00000234284	5	178450752	0.0190119730489877
318	ENSG00000111049	12	81110690	0.019061823676714
319	ENSG00000152977	3	147111208	0.0191329059414701
320	ENSG00000180818	12	54378848	0.0191713017129199
321	ENSG00000161914	19	11594241	0.0192255051442398
322	ENSG00000092067	14	23586512	0.0192352908063519
323	ENSG00000197782	19	40575058	0.0192550287840242
324	ENSG00000167635	19	36705503	0.0196241158446821
325	ENSG00000020256	20	50668201	0.0201105249813441
326	ENSG00000172466	18	32912175	0.0201619351254841
327	ENSG00000141568	17	80477588	0.0202943542788425
328	ENSG00000178150	19	48675574	0.0203667635847806
329	ENSG00000187140	1	63788729	0.020683002363587
330	ENSG00000143355	1	197881036	0.0206961241704825
331	ENSG00000174738	3	23986750	0.0209599525053782
332	ENSG00000140968	16	85932408	0.0209600172775348
333	ENSG00000167981	16	3486103	0.0210978110918399
334	ENSG00000143178	1	168250277	0.0212723860130292
335	ENSG00000197905	12	3068495	0.021328111893979
336	ENSG00000153779	23	89176880	0.0215078923153145
337	ENSG00000110777	11	111228250	0.0215688197965347
338	ENSG00000126767	23	47494919	0.0215964488212593
339	ENSG00000182568	3	18438747	0.0216364823025523
340	ENSG00000244405	3	185764096	0.0218584657356304
341	ENSG00000177888	1	197122809	0.0221670067317087
342	ENSG00000236609	7	6655247	0.0222526611235564
343	ENSG00000147862	9	14081841	0.0223859442025298
344	ENSG00000106571	7	42000547	0.0224082823086354
345	ENSG00000136870	9	104161154	0.0225316511131874
346	ENSG00000105708	19	19821279	0.0226571147200612
347	ENSG00000007866	6	35441373	0.0230756938173477
348	ENSG00000136574	8	11534467	0.0231598341806246
349	ENSG00000029153	12	27485786	0.0232597188228162
350	ENSG00000177842	3	40547482	0.0236087976043474
351	ENSG00000198521	19	21987751	0.0236112371489772
352	ENSG00000184939	16	68563992	0.0239491215893307
353	ENSG00000134107	3	5020800	0.0241224736481578
354	ENSG00000137203	6	10393418	0.0242200136314494
355	ENSG00000171466	19	9759329	0.0242405192752436
356	ENSG00000124092	20	56071034	0.0244810385669953
357	ENSG00000185420	1	245912641	0.0245583376139727
358	ENSG00000083812	19	58978422	0.0245611231157804
359	ENSG00000179909	19	58208734	0.0245961433799184
360	ENSG00000106554	7	132469628	0.0246139576517035
361	ENSG00000163884	3	126061477	0.0246561300459775
362	ENSG00000105996	7	27139720	0.0250440840251805
364	ENSG00000171649	19	58089823	0.0250657791244953
365	ENSG00000170653	12	53901639	0.0251744289238559
366	ENSG00000143390	1	151313115	0.0254316739338569
367	ENSG00000171940	20	52183603	0.0255240019008412
368	ENSG00000174197	15	41913421	0.0256217222149471
369	ENSG00000124920	11	61520113	0.025676858032412
370	ENSG00000152804	10	94447944	0.0257473595236556
371	ENSG00000160908	7	99084141	0.0260749815499607
372	ENSG00000127903	19	57174019	0.0261278843568208
373	ENSG00000154832	18	47808712	0.0265358336711758
374	ENSG00000133250	19	8575461	0.0265869098381957
375	ENSG00000198429	19	11998598	0.0266763033293931
376	ENSG00000203989	23	119205847	0.0270617139351286
377	ENSG00000184486	6	99282579	0.0272871351428482
378	ENSG00000129173	11	19245609	0.0274811869016888
379	ENSG00000123933	4	2249158	0.0278197010715044
380	ENSG00000230257	7	102613968	0.0282688002073443
381	ENSG00000171295	19	11925098	0.0283455197389626
382	ENSG00000081665	19	19896647	0.0283798559518717
383	ENSG00000162676	1	92940318	0.0283955974490043
384	ENSG00000163497	2	219845808	0.028543406240648
385	ENSG00000136451	17	56048909	0.0285968098398206
386	ENSG00000122085	2	242011583	0.0287242933626157
387	ENSG00000185668	1	38509522	0.0291939626955612
388	ENSG00000196460	2	102013822	0.0295279533965223
389	ENSG00000150907	13	41129803	0.0295753461243174
390	ENSG00000204947	7	148799875	0.0296515534096655
391	ENSG00000106624	7	44143959	0.0297408695609195
392	ENSG00000205927	21	34398152	0.0298717813953914
393	ENSG00000177683	7	108194986	0.0306564959482947
394	ENSG00000242852	19	12571997	0.0317148035463519
395	ENSG00000083844	19	57702867	0.0318148942974188
396	ENSG00000104903	19	13209846	0.0319661982001474
397	ENSG00000162599	1	61330930	0.0325572000264063
398	ENSG00000170100	16	89284117	0.0326905696867648
399	ENSG00000204920	19	44472013	0.0329912362877601
400	ENSG00000125398	17	70117160	0.0338614497059818
401	ENSG00000110925	12	51454989	0.0341057200153074
402	ENSG00000112333	6	108487261	0.0348539764730361
403	ENSG00000126351	17	38214542	0.035201870226911
404	ENSG00000030419	2	213864428	0.0354030584818853
405	ENSG00000064218	9	976963	0.0356564628536288
406	ENSG00000170485	2	101436613	0.0357393045248381
407	ENSG00000106459	7	129251554	0.0359872843244252
408	ENSG00000173673	1	6304251	0.0362835420798278
409	ENSG00000205143	9	34621375	0.0367487064451937
410	ENSG00000175691	19	2933215	0.0369305034490723
411	ENSG00000141905	19	3359560	0.0369692194811195
412	ENSG00000213676	6	32065952	0.0381248734487482
413	ENSG00000151789	3	21478503	0.0388514109964934
414	ENSG00000169083	23	66764464	0.0388602887597408
415	ENSG00000134438	18	56934266	0.0389109187471194
416	ENSG00000183340	11	96123152	0.0389181759750993
417	ENSG00000174282	17	7362684	0.0389858667787863
418	ENSG00000185238	11	20409075	0.0390527497701011
419	ENSG00000112033	6	35310334	0.0391397938558385
420	ENSG00000187605	2	74273449	0.0391725902251734
421	ENSG00000176024	19	52430399	0.0394020380439007
422	ENSG00000063438	5	304290	0.0395304626502106
423	ENSG00000141646	18	48494409	0.0397003100741579
424	ENSG00000141040	17	16454700	0.0397515865261358
425	ENSG00000009709	1	18957499	0.0398705688309389
426	ENSG00000105672	19	36132646	0.0403130217443506
427	ENSG00000140632	16	4853203	0.0403210675171087
428	ENSG00000111046	12	81101276	0.0403530107524127
429	ENSG00000005513	16	1031807	0.040438854622658
430	ENSG00000100644	14	62162230	0.0406744103207099
431	ENSG00000175395	10	38238499	0.0408146019511021
432	ENSG00000120693	13	37418967	0.0410787666693866
433	ENSG00000186272	19	57922530	0.0415764189228979
434	ENSG00000197647	19	12125546	0.0420917248907835
435	ENSG00000256771	19	19976694	0.0423143575019302
436	ENSG00000118217	1	161736083	0.0424175663987562
437	ENSG00000128000	19	40534166	0.0424387073516072
438	ENSG00000186376	23	134382866	0.0426081834650343
439	ENSG00000115844	2	172964166	0.0429160989799603
440	ENSG00000198298	10	44101854	0.0435108372492917
441	ENSG00000171574	19	58912870	0.0437272565737619
442	ENSG00000091831	6	151977825	0.0442751672926441
443	ENSG00000147601	8	73921098	0.0443203638129497
444	ENSG00000136997	8	128747679	0.0447950577558016
445	ENSG00000025293	20	34359904	0.0450589605342537
446	ENSG00000106511	7	15650836	0.0451754413849829
447	ENSG00000010030	6	36322418	0.0452414056788814
448	ENSG00000197566	17	16524050	0.0454154600246346
449	ENSG00000196345	3	44596684	0.0462541814005232
450	ENSG00000143067	1	120162044	0.0464236906512754
451	ENSG00000102034	23	129198848	0.046600921034661
452	ENSG00000198093	19	52392476	0.0472036272385285
453	ENSG00000176723	16	31445568	0.0472818165038029
454	ENSG00000236104	6	33282182	0.0473667610600841
455	ENSG00000122859	10	71331453	0.0475479655042154
456	ENSG00000197008	7	64254765	0.0477934457450877
457	ENSG00000147789	8	146052848	0.0480252621371904
458	ENSG00000123268	12	51157492	0.0481784246500764
459	ENSG00000188620	10	124895477	0.0483236257664915
460	ENSG00000215372	8	7213038	0.0491004523146004
461	ENSG00000141448	18	19749403	0.0491951753916401
462	ENSG00000112561	6	41651715	0.0500451356174099
463	ENSG00000170370	10	119301954	0.0500721033231121
464	ENSG00000176542	3	113367231	0.0501788167253432
465	ENSG00000056277	23	129336684	0.0502781663019154
466	ENSG00000179772	20	30432102	0.0509261970948654
467	ENSG00000147180	23	84498996	0.0518735402204468
468	ENSG00000121413	19	58595204	0.0518981716170733
469	ENSG00000116990	1	40361097	0.051904651653441
470	ENSG00000125945	1	23685940	0.0521054570246112
471	ENSG00000150347	10	63661058	0.052431560935203
472	ENSG00000196263	19	57019211	0.0526751392657196
473	ENSG00000101493	18	74069643	0.0527242467366296
474	ENSG00000101412	20	32263488	0.0531746723511472
475	ENSG00000243678	17	49230919	0.0533586295636871
476	ENSG00000115816	2	37428754	0.0535672341012418
477	ENSG00000171443	19	56111387	0.0537912489047037
478	ENSG00000116731	1	14026692	0.0538029955133422
479	ENSG00000134532	12	23682439	0.0542496907277178
480	ENSG00000150051	10	27961803	0.0547094117002282
481	ENSG00000179922	19	56132107	0.0549206828935255
482	ENSG00000198945	6	130334843	0.0549551099698049
483	ENSG00000156469	8	97251625	0.0550508803845341
484	ENSG00000197863	19	37308329	0.0552866570956705
485	ENSG00000186766	10	129535498	0.0564703793411643
486	ENSG00000101190	20	61472466	0.0566294635398659
487	ENSG00000169016	2	11584500	0.0568062580579667
488	ENSG00000182141	19	21473961	0.0572359166880764
489	ENSG00000197020	19	21905567	0.0575919530267154
490	ENSG00000131381	3	15111579	0.0578681819325701
491	ENSG00000171827	19	37958486	0.058002814362164
492	ENSG00000178403	4	113434671	0.0580597789572848
493	ENSG00000106004	7	27180670	0.0582363746216752
494	ENSG00000011332	19	38701645	0.0583287058997355
495	ENSG00000188033	19	12688774	0.0584334548355596
496	ENSG00000186416	23	118722299	0.0584496027185645
497	ENSG00000188909	11	122848277	0.0589588960387213
498	ENSG00000100625	14	61176245	0.0600207856229611
499	ENSG00000186487	2	1792884	0.0600608926724264
500	ENSG00000130522	19	18390562	0.0601585527546516
501	ENSG00000068323	23	48886241	0.060619093494562
502	ENSG00000107859	10	103989942	0.0608940103809989
503	ENSG00000196323	11	130096571	0.0615488502981185
504	ENSG00000060138	12	10851682	0.0616595547477808
505	ENSG00000196456	7	150065878	0.0622008331052831
506	ENSG00000088876	20	2465172	0.0627230662271188
507	ENSG00000187079	11	12695968	0.0632649896152518
508	ENSG00000152454	19	58452200	0.0635622536641441
509	ENSG00000214022	7	150065277	0.063579691104744
510	ENSG00000087903	19	5993174	0.0642304380749855
511	ENSG00000109320	4	103422485	0.0642451961020351
512	ENSG00000197928	19	53731576	0.0643640037852838
513	ENSG00000165588	14	57267424	0.0646463597111408
514	ENSG00000121903	1	33938245	0.0648160614711416
515	ENSG00000107807	10	102889256	0.0653752289301908
516	ENSG00000103495	16	29817426	0.0659829747320809
517	ENSG00000110693	11	15987994	0.0665792523799631
518	ENSG00000187559	9	70917275	0.0668285764075864
519	ENSG00000111145	12	96588159	0.0672008520490913
520	ENSG00000139651	12	53574483	0.0674841394192821
521	ENSG00000237440	19	20718630	0.0677524734816059
522	ENSG00000163623	4	85413139	0.068209832250655
523	ENSG00000141510	17	7565096	0.0686341529426585
524	ENSG00000178951	19	4044361	0.0689678896670295
525	ENSG00000090612	12	133707569	0.0693515813326505
526	ENSG00000130711	9	133539980	0.069408885875839
527	ENSG00000062194	5	56469774	0.0696887891350554
528	ENSG00000116017	19	925780	0.0700665749011368
529	ENSG00000105497	19	52074550	0.0708932948685624
530	ENSG00000185129	5	139487361	0.0711536601423916
531	ENSG00000174963	3	147103832	0.0716815793831819
532	ENSG00000176399	9	22446839	0.0720151625220935
533	ENSG00000101457	20	44420575	0.0721109314322391
534	ENSG00000168310	4	185308866	0.072218801493427
535	ENSG00000118922	13	74260225	0.0723886678606082
536	ENSG00000124444	19	44100543	0.0724965184313509
537	ENSG00000072736	16	68118653	0.0725209052715781
538	ENSG00000167637	19	44331443	0.0727546022680532
