	SNP	Chromosome	Position	trait1
79	ENSG00000132846	5	76367896	8.97267209510751e-05
80	ENSG00000073861	17	45810609	1.20857064541754e-08
82	ENSG00000136603	3	170075465	1.52931317852019e-05
83	ENSG00000221818	8	25699245	3.51234057051817e-05
84	ENSG00000101057	20	42295753	6.6894221968774e-17
85	ENSG00000196605	19	9862668	1.15661924220184e-06
86	ENSG00000267680	19	44598491	3.96558182063537e-08
87	ENSG00000166526	7	99661655	0.000215857935056709
88	ENSG00000179111	17	8023907	0.000120898685153221
89	ENSG00000186496	18	32946660	9.06576461697886e-08
90	ENSG00000115163	2	26987156	9.28841483706481e-19
91	ENSG00000229809	16	30580666	1.10519889127944e-06
92	ENSG00000109381	4	139978373	0.000484449624399643
93	ENSG00000180053	8	23559963	0.000740242170125951
94	ENSG00000168826	4	4291923	5.36152554259273e-07
95	ENSG00000167528	12	48733790	1.10283196431201e-05
96	ENSG00000139800	13	100615217	4.17486865052065e-13
97	ENSG00000165556	13	28536273	0.000144673792028222
98	ENSG00000163909	1	40089824	7.86036255884703e-07
99	ENSG00000127445	19	9945932	0.000215465922965634
100	ENSG00000186446	3	44771087	6.7755241022293e-05
101	ENSG00000122691	7	19060613	8.03506760847985e-08
102	ENSG00000178386	19	44555519	8.54666547184406e-06
103	ENSG00000019549	8	49830248	4.86349227291107e-06
104	ENSG00000172748	8	182136	4.2827857234853e-05
105	ENSG00000108924	17	53342372	7.03345353247959e-15
106	ENSG00000197016	19	57078879	4.08654339778365e-05
107	ENSG00000196812	6	28092337	1.15393353891469e-06
108	ENSG00000146285	6	108025307	3.40772474911926e-09
109	ENSG00000083814	19	58231118	3.96066080313126e-08
110	ENSG00000169955	16	30537243	7.973055078505e-06
111	ENSG00000188868	19	12428290	2.02510008934595e-05
112	ENSG00000129535	14	24549315	5.50387049276122e-08
113	ENSG00000136169	13	50018428	2.40819593204472e-08
114	ENSG00000089116	12	113899838	0.000499234666156637
115	ENSG00000165030	9	94171326	0.000389972312589628
116	ENSG00000018869	19	56887412	4.33202960489559e-05
117	ENSG00000225614	16	88493878	1.2529040596764e-05
118	ENSG00000106948	9	117096435	2.27274767217525e-08
119	ENSG00000197933	19	11832079	4.11565334338925e-08
120	ENSG00000101115	20	50400580	2.30524711147872e-05
121	ENSG00000186951	22	46546423	7.24540236306024e-05
122	ENSG00000123388	12	54366909	9.27402573727286e-05
123	ENSG00000177468	6	137813335	9.47508223025685e-06
124	ENSG00000197123	7	63688851	4.45747329740976e-05
125	ENSG00000136944	9	129376721	6.77888122563324e-05
126	ENSG00000237765	4	15683284	2.65909569867462e-06
127	ENSG00000214534	11	71525090	0.00149557702143047
128	ENSG00000109705	4	13542453	9.66985936141194e-07
129	ENSG00000198939	5	178322894	5.69178514439278e-05
130	ENSG00000106038	7	27282163	0.000808234085444372
131	ENSG00000156273	21	30566391	3.70806668381752e-05
132	ENSG00000151623	4	148999912	9.68438047256139e-09
133	ENSG00000168152	4	83821836	1.94117463024759e-05
134	ENSG00000170689	17	46698517	5.02247432923292e-07
135	ENSG00000197063	17	79876145	1.36460722682843e-06
136	ENSG00000157429	16	71512185	1.69922796727678e-05
137	ENSG00000171970	19	2900895	1.65274590982136e-06
138	ENSG00000174428	7	74508363	1.12354051592846e-06
139	ENSG00000131849	19	58944180	1.53557384114562e-05
140	ENSG00000213921	19	40267234	0.00180423522629454
141	ENSG00000166211	12	101869198	6.20046815565916e-05
142	ENSG00000174796	4	76439155	0.00180832992956448
143	ENSG00000182111	7	57509882	0.00040754635248998
144	ENSG00000175197	12	57910370	0.000222319460909152
145	ENSG00000074657	18	56529831	0.00020603541867448
146	ENSG00000214029	12	133694739	0.00143688355161255
147	ENSG00000197579	9	32540541	0.000824790720104097
148	ENSG00000188321	19	9434447	0.000204788377094106
149	ENSG00000080298	9	3218296	7.80172162834597e-05
150	ENSG00000132010	19	12203657	1.27998633931735e-05
151	ENSG00000176692	16	86600856	0.000103880692773367
152	ENSG00000137090	9	841689	0.00170263096695121
153	ENSG00000198551	19	11670188	1.809449020166e-05
154	ENSG00000123636	2	160175489	0.00217530924588932
155	ENSG00000103199	16	4798239	0.000241293909049484
156	ENSG00000196387	12	133656423	0.0024348630413866
157	ENSG00000167074	22	41763336	4.34433029713334e-08
158	ENSG00000178935	19	58315208	6.18218597726729e-06
159	ENSG00000105967	7	115575201	0.000332292850234109
160	ENSG00000174279	2	176942199	0.000257755093958674
161	ENSG00000164048	3	48282589	2.62978924368655e-10
162	ENSG00000095574	10	124750321	1.12646005834918e-05
163	ENSG00000109132	4	41746098	0.0001548046722409
164	ENSG00000214717	23	2404454	0.00172228355263313
165	ENSG00000089225	12	114791735	0.000945423696970649
166	ENSG00000069011	5	134363424	1.62577569686698e-09
167	ENSG00000168795	9	37438110	2.63725778594298e-05
168	ENSG00000161405	17	37921197	2.02728189649814e-09
169	ENSG00000197921	1	2460183	9.21549371900114e-06
170	ENSG00000162702	1	200374067	2.942295192056e-05
171	ENSG00000130254	19	5587009	2.44439818672456e-05
172	ENSG00000167380	19	44669225	0.000204739254278854
173	ENSG00000198342	19	12460184	1.58740742077509e-05
174	ENSG00000177873	3	40518603	4.63716758580421e-05
175	ENSG00000131848	19	56732680	0.000246168909263535
176	ENSG00000153207	1	247002399	0.00123559263713427
177	ENSG00000212993	8	128426534	5.86679462245662e-08
178	ENSG00000184436	22	21353392	0.000348096530596282
179	ENSG00000184481	23	70316046	0.000133868904167769
180	ENSG00000151702	11	128556429	0.000773226351923991
181	ENSG00000138380	2	203776936	0.000339055227411057
182	ENSG00000081386	9	99518146	9.06851793436621e-06
183	ENSG00000180035	16	30389632	0.000635264653808682
184	ENSG00000169548	22	22868059	0.000357524738741247
185	ENSG00000197037	7	99214568	0.000225231064578482
186	ENSG00000196152	9	130186660	1.20696606288135e-08
187	ENSG00000157613	11	46299211	1.06394283969486e-05
188	ENSG00000196267	19	52657116	9.49238258195927e-05
189	ENSG00000119608	14	75319735	0.000546461201223562
190	ENSG00000198353	12	54410714	0.0033569303767285
191	ENSG00000118156	19	48023941	2.26428450139512e-06
192	ENSG00000196767	23	82763268	0.0032575618955781
193	ENSG00000128710	2	176973517	7.82501348059206e-06
194	ENSG00000198440	19	56909334	4.06586542644758e-05
195	ENSG00000178860	8	72753783	1.18258431524243e-06
196	ENSG00000112242	6	20402397	0.00024942553807697
197	ENSG00000143365	1	151778546	2.52051871490944e-07
198	ENSG00000164458	6	166571143	0.00438727296120013
199	ENSG00000186812	18	32820993	6.18658808144668e-05
200	ENSG00000168874	2	85978466	4.08222936847536e-06
201	ENSG00000127528	19	16435627	2.9511146248444e-05
202	ENSG00000083817	19	58082933	0.000184316599048524
203	ENSG00000186017	19	36936020	9.28612167918359e-05
204	ENSG00000164185	5	121465316	0.00177349795176039
205	ENSG00000197472	1	247108848	0.000147479539896438
206	ENSG00000256223	12	133707160	1.32541701591025e-06
207	ENSG00000102870	16	30789777	0.000536287555583934
208	ENSG00000065029	6	35226758	0.000211155707828118
209	ENSG00000165643	9	138585252	0.000322717588805153
210	ENSG00000189164	19	37862062	0.000238258770392468
211	ENSG00000178917	3	44540461	0.00015257325729117
212	ENSG00000114126	3	141663276	0.00190121803831253
213	ENSG00000176472	19	44029648	0.000314884457919909
214	ENSG00000105991	7	27132611	1.08691621942494e-05
215	ENSG00000048405	7	126986843	0.00652342309416276
216	ENSG00000170577	2	45232299	0.00011110960388768
217	ENSG00000111269	12	12764760	2.42764330729623e-05
218	ENSG00000197013	19	21679483	0.00796603840135531
219	ENSG00000168769	4	106067449	0.000865840533067302
220	ENSG00000127152	14	99635623	2.1970233147633e-05
221	ENSG00000187772	6	105404922	6.44527221630195e-05
222	ENSG00000196268	19	21579920	5.42593001321618e-06
223	ENSG00000105127	19	15464195	0.00050043450620265
224	ENSG00000176160	17	56497527	5.59992663216425e-05
225	ENSG00000131115	19	44711699	0.00210144909877786
226	ENSG00000136936	9	100437190	0.00218779228694031
227	ENSG00000116035	2	71127719	0.00744729242397896
228	ENSG00000065978	1	43148097	2.42509620644578e-05
229	ENSG00000170515	12	56498102	1.79440510543217e-05
230	ENSG00000126561	17	40439564	9.54386971448797e-06
231	ENSG00000169946	8	106330919	0.000408223362931394
232	ENSG00000165804	14	21558204	9.63247976045808e-05
233	ENSG00000173757	17	40351185	0.000311675291352476
234	ENSG00000163508	3	27757439	1.44549308412679e-06
235	ENSG00000105516	19	49133286	1.03187276805733e-05
236	ENSG00000043355	13	100634025	3.93069221939245e-15
237	ENSG00000173258	9	114287438	0.00330324130368415
238	ENSG00000171161	1	249132408	0.000536420559033402
239	ENSG00000123576	23	103494718	0.00877439433688138
240	ENSG00000078399	7	27202053	0.00599595998430304
241	ENSG00000105997	7	27145802	0.000363194776999405
242	ENSG00000180479	19	38045683	0.00188913650309425
243	ENSG00000175832	17	41605211	4.54407532782182e-06
244	ENSG00000189180	10	38299577	0.0016542633639395
245	ENSG00000183770	3	138663065	3.43472821326621e-05
246	ENSG00000125813	20	21686296	0.000734598749501195
247	ENSG00000168779	3	157814947	2.04844870494946e-10
248	ENSG00000123407	12	54348617	0.0066246549588137
249	ENSG00000230797	23	21874104	0.00903839619666614
250	ENSG00000164651	7	20823905	0.000349724833140363
251	ENSG00000119547	18	55102916	4.13578673382071e-05
252	ENSG00000158055	1	24645811	0.00128628427427963
253	ENSG00000076108	12	56989379	0.0102640132350468
254	ENSG00000115507	2	63277191	2.09856111941828e-08
255	ENSG00000012223	3	46477135	0.00180962682993282
256	ENSG00000198453	19	37407265	0.00172667967066229
257	ENSG00000005073	7	27221128	0.000331833107301578
258	ENSG00000135547	6	126068809	0.00110710706193426
259	ENSG00000120963	8	102190105	0.00034414421051735
260	ENSG00000174652	19	9523271	1.76991512608182e-08
261	ENSG00000064961	19	3572774	0.00021863370619385
262	ENSG00000196793	10	44051791	0.000251628434545873
263	ENSG00000106261	7	99613203	0.00410519590696112
264	ENSG00000172216	20	48807375	3.03747060471407e-06
265	ENSG00000137871	15	56922378	0.012197260627962
266	ENSG00000106006	7	27185014	0.0122209550772891
267	ENSG00000062370	19	44830707	0.000479511963122986
268	ENSG00000124459	19	44416780	0.000707055733636885
269	ENSG00000155090	8	103661006	0.000864725416416176
270	ENSG00000251493	5	72740653	3.46844220065273e-05
271	ENSG00000053254	14	89622515	0.00140872736508767
272	ENSG00000180318	12	85673884	0.000334011237706742
273	ENSG00000136327	14	37049783	0.000189141557280833
274	ENSG00000180806	12	54388678	0.00107877841998258
275	ENSG00000152475	19	58878984	2.05618531691265e-05
276	ENSG00000121864	3	179040778	0.00593552259633123
277	ENSG00000197050	19	37498758	0.00157100238459917
278	ENSG00000185177	7	57187320	0.0134495566223548
279	ENSG00000153896	19	35248980	0.000164974215550412
280	ENSG00000196867	19	57050316	0.00185528232451251
281	ENSG00000186026	19	44576296	0.00112718167820487
282	ENSG00000121406	19	58038793	0.000326053827170609
283	ENSG00000069667	15	60780482	5.97460775656066e-05
284	ENSG00000198740	17	47366567	0.000135150573313744
285	ENSG00000165891	12	77415026	1.1520231189904e-09
286	ENSG00000173480	19	58411663	0.00402960064674682
287	ENSG00000185669	16	88744089	0.000114142023104952
288	ENSG00000132024	19	14017013	0.000269863622245749
289	ENSG00000176165	14	29235049	3.5493782896847e-05
290	ENSG00000126778	14	61110132	4.75447952281335e-05
291	ENSG00000169840	13	28366779	0.0157030689554892
292	ENSG00000103449	16	51169885	0.220920735251129
293	ENSG00000161551	19	52359054	0.000189422031375629
294	ENSG00000117139	1	202696525	0.000354700412904296
295	ENSG00000130940	1	10696660	0.00095005666452284
296	ENSG00000074047	2	121493198	0.00045501562471722
297	ENSG00000122145	23	79270254	0.0142907384538931
298	ENSG00000251247	19	37341262	0.000198815804404764
299	ENSG00000182759	8	144501351	0.000951359363752777
300	ENSG00000177853	10	97889471	0.0161759760072501
301	ENSG00000118495	6	144261438	0.00305571256232819
302	ENSG00000223547	19	12175513	1.24793542981631e-05
303	ENSG00000138336	10	70320412	0.000279110156543641
304	ENSG00000166888	12	57489190	6.12038352085571e-07
305	ENSG00000180938	8	125985539	0.00800351796537109
306	ENSG00000186300	19	2841432	3.95607479105049e-05
307	ENSG00000215271	14	23741665	0.000165828865710017
308	ENSG00000161298	19	37095718	0.0015026672169682
309	ENSG00000010244	17	30677135	1.50484612122434e-06
310	ENSG00000159885	19	44529493	0.00297472201043868
311	ENSG00000245848	19	33790839	0.00182731802991252
312	ENSG00000187187	19	40490040	0.000135112090972258
313	ENSG00000197808	19	37128093	0.0180506904596684
314	ENSG00000173894	17	77751930	6.36807199176893e-06
315	ENSG00000107187	9	139088095	0.000615192493176965
316	ENSG00000120784	19	38104649	0.00355078755623891
317	ENSG00000234284	5	178450752	0.000659751687576462
318	ENSG00000111049	12	81110690	0.00172863115301852
319	ENSG00000152977	3	147111208	0.00509376131028345
320	ENSG00000180818	12	54378848	0.00251709998403033
321	ENSG00000161914	19	11594241	0.00110695175914489
322	ENSG00000092067	14	23586512	0.00972299962535513
323	ENSG00000197782	19	40575058	0.00413289700906884
324	ENSG00000167635	19	36705503	0.000636987937725325
325	ENSG00000020256	20	50668201	0.00110330562143555
326	ENSG00000172466	18	32912175	0.00107043523330811
327	ENSG00000141568	17	80477588	2.53829352036384e-05
328	ENSG00000178150	19	48675574	0.000198435182273177
329	ENSG00000187140	1	63788729	0.000148407211328523
330	ENSG00000143355	1	197881036	0.000957511781635995
331	ENSG00000174738	3	23986750	0.000770223800646526
332	ENSG00000140968	16	85932408	0.00495727004137296
333	ENSG00000167981	16	3486103	0.0034710960137072
334	ENSG00000143178	1	168250277	0.00199852375556309
335	ENSG00000197905	12	3068495	9.07766337404483e-05
336	ENSG00000153779	23	89176880	0.0215078923153145
337	ENSG00000110777	11	111228250	2.43204073138444e-05
338	ENSG00000126767	23	47494919	0.0025862609583862
339	ENSG00000182568	3	18438747	0.00127036373608121
340	ENSG00000244405	3	185764096	0.00171695161406496
341	ENSG00000177888	1	197122809	0.00900873740040307
342	ENSG00000236609	7	6655247	0.00915822557596047
343	ENSG00000147862	9	14081841	0.00429277345509982
344	ENSG00000106571	7	42000547	0.00119154895536701
345	ENSG00000136870	9	104161154	1.5780648594651e-05
346	ENSG00000105708	19	19821279	0.00254261200572271
347	ENSG00000007866	6	35441373	0.00185881408973876
348	ENSG00000136574	8	11534467	0.00302637760570412
349	ENSG00000029153	12	27485786	2.74576556474384e-06
350	ENSG00000177842	3	40547482	0.00415416036317159
351	ENSG00000198521	19	21987751	0.00166215626897976
352	ENSG00000184939	16	68563992	0.0058006610437322
353	ENSG00000134107	3	5020800	0.00185236341519424
354	ENSG00000137203	6	10393418	1.13509278169789e-10
355	ENSG00000171466	19	9759329	4.28963208495651e-05
356	ENSG00000124092	20	56071034	0.00288458198768027
357	ENSG00000185420	1	245912641	0.0044004938147279
358	ENSG00000083812	19	58978422	0.00108034169411829
359	ENSG00000179909	19	58208734	0.00433002748448727
360	ENSG00000106554	7	132469628	0.00284903695342157
361	ENSG00000163884	3	126061477	1.61238464472048e-05
362	ENSG00000105996	7	27139720	0.00535166639799097
364	ENSG00000171649	19	58089823	0.00481377428644854
365	ENSG00000170653	12	53901639	0.0251744289238559
366	ENSG00000143390	1	151313115	0.00018078272079322
367	ENSG00000171940	20	52183603	0.0255240019008412
368	ENSG00000174197	15	41913421	0.0114367377842145
369	ENSG00000124920	11	61520113	0.00756160189593432
370	ENSG00000152804	10	94447944	0.00491280232210636
371	ENSG00000160908	7	99084141	0.000192646660894995
372	ENSG00000127903	19	57174019	0.00515016734296917
373	ENSG00000154832	18	47808712	0.00453462324376713
374	ENSG00000133250	19	8575461	0.000622464573405302
375	ENSG00000198429	19	11998598	0.00129780478791937
376	ENSG00000203989	23	119205847	0.000692169702311693
377	ENSG00000184486	6	99282579	0.00809025057659833
378	ENSG00000129173	11	19245609	1.30598195460339e-05
379	ENSG00000123933	4	2249158	0.000912485748786609
380	ENSG00000230257	7	102613968	0.00441634234551548
381	ENSG00000171295	19	11925098	8.90434240332374e-05
382	ENSG00000081665	19	19896647	0.00351115825574685
383	ENSG00000162676	1	92940318	0.000866502587485926
384	ENSG00000163497	2	219845808	0.028543406240648
385	ENSG00000136451	17	56048909	0.00387945980775606
386	ENSG00000122085	2	242011583	0.00573688024276028
387	ENSG00000185668	1	38509522	0.00734061741298045
388	ENSG00000196460	2	102013822	0.00182138332642493
389	ENSG00000150907	13	41129803	0.000205649760888701
390	ENSG00000204947	7	148799875	0.000358136925790226
391	ENSG00000106624	7	44143959	6.59962197396652e-05
392	ENSG00000205927	21	34398152	0.00936832550938108
393	ENSG00000177683	7	108194986	0.00485037046333047
394	ENSG00000242852	19	12571997	0.000441719834528847
395	ENSG00000083844	19	57702867	0.0068694288724457
396	ENSG00000104903	19	13209846	0.00361017886472385
397	ENSG00000162599	1	61330930	2.16053316329735e-05
398	ENSG00000170100	16	89284117	0.00106832917139546
399	ENSG00000204920	19	44472013	0.0109345682007411
400	ENSG00000125398	17	70117160	0.000583720760859519
401	ENSG00000110925	12	51454989	0.0216689666798352
402	ENSG00000112333	6	108487261	0.0348539764730361
403	ENSG00000126351	17	38214542	0.0169439099631676
404	ENSG00000030419	2	213864428	0.00204677547585784
405	ENSG00000064218	9	976963	2.53661793810689e-06
406	ENSG00000170485	2	101436613	0.0111586775583343
407	ENSG00000106459	7	129251554	0.00859595564033981
408	ENSG00000173673	1	6304251	0.00141757692444474
409	ENSG00000205143	9	34621375	0.00339755291071457
410	ENSG00000175691	19	2933215	2.73578266536817e-05
411	ENSG00000141905	19	3359560	0.000230269073129204
412	ENSG00000213676	6	32065952	0.00908660767984547
413	ENSG00000151789	3	21478503	0.00849283053762055
414	ENSG00000169083	23	66764464	7.3263189810728e-05
415	ENSG00000134438	18	56934266	0.00804226483505571
416	ENSG00000183340	11	96123152	0.00300908724364992
417	ENSG00000174282	17	7362684	0.000391838969519284
418	ENSG00000185238	11	20409075	0.00434758593129466
419	ENSG00000112033	6	35310334	0.0206705239654908
420	ENSG00000187605	2	74273449	0.0369660868744733
421	ENSG00000176024	19	52430399	0.0197014501408845
422	ENSG00000063438	5	304290	0.00975577829830547
423	ENSG00000141646	18	48494409	0.00572485215928269
424	ENSG00000141040	17	16454700	0.0258415168871409
425	ENSG00000009709	1	18957499	0.0184769089657342
426	ENSG00000105672	19	36132646	0.0148135355314804
427	ENSG00000140632	16	4853203	0.0319171842213558
428	ENSG00000111046	12	81101276	5.9723722065132e-05
429	ENSG00000005513	16	1031807	0.026462687080775
430	ENSG00000100644	14	62162230	0.0103829529009002
431	ENSG00000175395	10	38238499	0.00244748728042198
432	ENSG00000120693	13	37418967	0.00469733391095481
433	ENSG00000186272	19	57922530	0.00144944890429627
434	ENSG00000197647	19	12125546	0.00059729332878909
435	ENSG00000256771	19	19976694	0.00903914553503306
436	ENSG00000118217	1	161736083	0.00290867824000862
437	ENSG00000128000	19	40534166	0.00278573392162787
438	ENSG00000186376	23	134382866	0.000802450010645305
439	ENSG00000115844	2	172964166	3.99250448301999e-05
440	ENSG00000198298	10	44101854	0.0162814920793261
441	ENSG00000171574	19	58912870	0.0371761983152527
442	ENSG00000091831	6	151977825	0.00223434495626251
443	ENSG00000147601	8	73921098	0.00772891862598978
444	ENSG00000136997	8	128747679	0.00102461727190841
445	ENSG00000025293	20	34359904	0.00276264973239092
446	ENSG00000106511	7	15650836	0.00380057886183846
447	ENSG00000010030	6	36322418	0.000159013466111536
448	ENSG00000197566	17	16524050	0.0454154600246346
449	ENSG00000196345	3	44596684	0.00366313195141371
450	ENSG00000143067	1	120162044	0.00123515894795575
451	ENSG00000102034	23	129198848	0.00602662610896945
452	ENSG00000198093	19	52392476	0.000190624001118469
453	ENSG00000176723	16	31445568	0.0183956640564447
454	ENSG00000236104	6	33282182	0.0130111235268218
455	ENSG00000122859	10	71331453	0.0120292312176459
456	ENSG00000197008	7	64254765	0.0420784320895052
457	ENSG00000147789	8	146052848	0.0113897713545286
458	ENSG00000123268	12	51157492	0.00655715162392169
459	ENSG00000188620	10	124895477	0.0345832314917128
460	ENSG00000215372	8	7213038	0.0058982720609102
461	ENSG00000141448	18	19749403	0.0131736100904272
462	ENSG00000112561	6	41651715	0.00376398080916577
463	ENSG00000170370	10	119301954	0.052538360909169
464	ENSG00000176542	3	113367231	0.0270574847949496
465	ENSG00000056277	23	129336684	0.0235409295579643
466	ENSG00000179772	20	30432102	0.0445417180616588
467	ENSG00000147180	23	84498996	0.00602104369417673
468	ENSG00000121413	19	58595204	0.0358060540580566
469	ENSG00000116990	1	40361097	0.000288152294554924
470	ENSG00000125945	1	23685940	0.0521054570246112
471	ENSG00000150347	10	63661058	0.0454870741782053
472	ENSG00000196263	19	57019211	0.00540625642349022
473	ENSG00000101493	18	74069643	0.00974379867932781
474	ENSG00000101412	20	32263488	0.000113052375129439
475	ENSG00000243678	17	49230919	0.00426800108558341
476	ENSG00000115816	2	37428754	0.0613831614905497
477	ENSG00000171443	19	56111387	0.0130489600030217
478	ENSG00000116731	1	14026692	0.00955330152381504
479	ENSG00000134532	12	23682439	0.0174057333068527
480	ENSG00000150051	10	27961803	0.0416298269779505
481	ENSG00000179922	19	56132107	0.0112000773667795
482	ENSG00000198945	6	130334843	0.0190997881723064
483	ENSG00000156469	8	97251625	0.00231464380742469
484	ENSG00000197863	19	37308329	0.0494827948476328
485	ENSG00000186766	10	129535498	0.0167450459944987
486	ENSG00000101190	20	61472466	0.00222605765584547
487	ENSG00000169016	2	11584500	0.0100281981138586
488	ENSG00000182141	19	21473961	0.00521876761844061
489	ENSG00000197020	19	21905567	0.00240039375909287
490	ENSG00000131381	3	15111579	0.00243020193473692
491	ENSG00000171827	19	37958486	0.00372113203616918
492	ENSG00000178403	4	113434671	0.0164818463247283
493	ENSG00000106004	7	27180670	0.0470385375796697
494	ENSG00000011332	19	38701645	2.67391028537151e-07
495	ENSG00000188033	19	12688774	0.0203159765742707
496	ENSG00000186416	23	118722299	0.00487859244561996
497	ENSG00000188909	11	122848277	0.0217591365000227
498	ENSG00000100625	14	61176245	0.000325470292448445
499	ENSG00000186487	2	1792884	0.00566214410993104
500	ENSG00000130522	19	18390562	0.0111448848523663
501	ENSG00000068323	23	48886241	0.00117608292856207
502	ENSG00000107859	10	103989942	2.37188901737683e-05
503	ENSG00000196323	11	130096571	0.0152478600223424
504	ENSG00000060138	12	10851682	0.00526752644071977
505	ENSG00000196456	7	150065878	0.00141898803480051
506	ENSG00000088876	20	2465172	0.0140388764720403
507	ENSG00000187079	11	12695968	0.0115927004844932
508	ENSG00000152454	19	58452200	0.013638252815252
509	ENSG00000214022	7	150065277	0.00110811284691926
510	ENSG00000087903	19	5993174	0.0120945308315308
511	ENSG00000109320	4	103422485	0.00491279570803565
512	ENSG00000197928	19	53731576	0.00764723210940027
513	ENSG00000165588	14	57267424	0.0139943600345056
514	ENSG00000121903	1	33938245	0.0192026501580135
515	ENSG00000107807	10	102889256	0.0236565014204509
516	ENSG00000103495	16	29817426	0.0066761675902213
517	ENSG00000110693	11	15987994	0.0127203394049994
518	ENSG00000187559	9	70917275	0.00364660150049199
519	ENSG00000111145	12	96588159	0.00122280724866127
520	ENSG00000139651	12	53574483	0.0247629060426068
521	ENSG00000237440	19	20718630	0.00604328683658234
522	ENSG00000163623	4	85413139	0.0143393435418219
523	ENSG00000141510	17	7565096	0.00477447777353449
524	ENSG00000178951	19	4044361	0.00145407054111577
525	ENSG00000090612	12	133707569	0.0724846383221999
