AC008770.3	ENSG00000267179
HOXD4	ENSG00000170166
HOXD8	ENSG00000175879
HOXD9	ENSG00000128709
HSF1	ENSG00000185122
HSF2	ENSG00000025156
HSF4	ENSG00000102878
HSF5	ENSG00000176160
HSFX1	ENSG00000171116
HSFX2	ENSG00000268738
HSFY1	ENSG00000172468
HSFY2	ENSG00000169953
IKZF1	ENSG00000185811
IKZF2	ENSG00000030419
IKZF3	ENSG00000161405
IKZF4	ENSG00000123411
IKZF5	ENSG00000095574
INSM1	ENSG00000173404
INSM2	ENSG00000168348
IRF1	ENSG00000125347
IRF2	ENSG00000168310
IRF3	ENSG00000126456
IRF4	ENSG00000137265
IRF5	ENSG00000128604
IRF6	ENSG00000117595
IRF7	ENSG00000185507
IRF8	ENSG00000140968
IRF9	ENSG00000213928
IRX1	ENSG00000170549
IRX2	ENSG00000170561
IRX3	ENSG00000177508
IRX4	ENSG00000113430
IRX5	ENSG00000176842
IRX6	ENSG00000159387
ISL1	ENSG00000016082
ISL2	ENSG00000159556
ISX	ENSG00000175329
JAZF1	ENSG00000153814
JDP2	ENSG00000140044
JRK	ENSG00000234616
JRKL	ENSG00000183340
JUN	ENSG00000177606
JUNB	ENSG00000171223
JUND	ENSG00000130522
KAT7	ENSG00000136504
KCMF1	ENSG00000176407
KCNIP3	ENSG00000115041
KDM2A	ENSG00000173120
KDM2B	ENSG00000089094
KDM5B	ENSG00000117139
KIN	ENSG00000151657
KLF1	ENSG00000105610
KLF10	ENSG00000155090
KLF11	ENSG00000172059
KLF12	ENSG00000118922
KLF13	ENSG00000169926
KLF14	ENSG00000266265
KLF15	ENSG00000163884
KLF16	ENSG00000129911
KLF17	ENSG00000171872
KLF2	ENSG00000127528
KLF3	ENSG00000109787
KLF4	ENSG00000136826
KLF5	ENSG00000102554
KLF6	ENSG00000067082
KLF7	ENSG00000118263
KLF8	ENSG00000102349
KLF9	ENSG00000119138
KMT2A	ENSG00000118058
KMT2B	ENSG00000272333
L3MBTL1	ENSG00000185513
L3MBTL3	ENSG00000198945
L3MBTL4	ENSG00000154655
LBX1	ENSG00000138136
LBX2	ENSG00000179528
LCOR	ENSG00000196233
LCORL	ENSG00000178177
LEF1	ENSG00000138795
LEUTX	ENSG00000213921
LHX1	ENSG00000273706
LHX2	ENSG00000106689
LHX3	ENSG00000107187
LHX4	ENSG00000121454
LHX5	ENSG00000089116
LHX6	ENSG00000106852
LHX8	ENSG00000162624
LHX9	ENSG00000143355
LIN28A	ENSG00000131914
LIN28B	ENSG00000187772
LIN54	ENSG00000189308
LMX1A	ENSG00000162761
LMX1B	ENSG00000136944
LTF	ENSG00000012223
LYL1	ENSG00000104903
MAF	ENSG00000178573
MAFA	ENSG00000182759
MAFB	ENSG00000204103
MAFF	ENSG00000185022
MAFG	ENSG00000197063
MAFK	ENSG00000198517
MAX	ENSG00000125952
MAZ	ENSG00000103495
MBD1	ENSG00000141644
MBD2	ENSG00000134046
MBD3	ENSG00000071655
MBD4	ENSG00000129071
MBD6	ENSG00000166987
MBNL2	ENSG00000139793
MECOM	ENSG00000085276
MECP2	ENSG00000169057
MEF2A	ENSG00000068305
MEF2B	ENSG00000213999
MEF2C	ENSG00000081189
MEF2D	ENSG00000116604
MEIS1	ENSG00000143995
MEIS2	ENSG00000134138
MEIS3	ENSG00000105419
MEOX1	ENSG00000005102
MEOX2	ENSG00000106511
MESP1	ENSG00000166823
MESP2	ENSG00000188095
MGA	ENSG00000174197
MITF	ENSG00000187098
MIXL1	ENSG00000185155
MKX	ENSG00000150051
MLX	ENSG00000108788
MLXIP	ENSG00000175727
MLXIPL	ENSG00000009950
MNT	ENSG00000070444
MNX1	ENSG00000130675
MSANTD1	ENSG00000188981
MSANTD3	ENSG00000066697
MSANTD4	ENSG00000170903
MSC	ENSG00000178860
MSGN1	ENSG00000151379
MSX1	ENSG00000163132
MSX2	ENSG00000120149
MTERF1	ENSG00000127989
MTERF2	ENSG00000120832
MTERF3	ENSG00000156469
MTERF4	ENSG00000122085
MTF1	ENSG00000188786
MTF2	ENSG00000143033
MXD1	ENSG00000059728
MXD3	ENSG00000213347
MXD4	ENSG00000123933
MXI1	ENSG00000119950
MYB	ENSG00000118513
MYBL1	ENSG00000185697
MYBL2	ENSG00000101057
MYC	ENSG00000136997
MYCL	ENSG00000116990
MYCN	ENSG00000134323
MYF5	ENSG00000111049
MYF6	ENSG00000111046
MYNN	ENSG00000085274
MYOD1	ENSG00000129152
MYOG	ENSG00000122180
MYPOP	ENSG00000176182
MYRF	ENSG00000124920
MYRFL	ENSG00000166268
MYSM1	ENSG00000162601
MYT1	ENSG00000196132
MYT1L	ENSG00000186487
MZF1	ENSG00000099326
NACC2	ENSG00000148411
NAIF1	ENSG00000171169
NANOG	ENSG00000111704
NANOGNB	ENSG00000205857
NANOGP8	ENSG00000255192
NCOA1	ENSG00000084676
NCOA2	ENSG00000140396
NCOA3	ENSG00000124151
NEUROD1	ENSG00000162992
NEUROD2	ENSG00000171532
NEUROD4	ENSG00000123307
NEUROD6	ENSG00000164600
NEUROG1	ENSG00000181965
NEUROG2	ENSG00000178403
NEUROG3	ENSG00000122859
NFAT5	ENSG00000102908
NFATC1	ENSG00000131196
NFATC2	ENSG00000101096
NFATC3	ENSG00000072736
NFATC4	ENSG00000100968
NFE2	ENSG00000123405
NFE2L1	ENSG00000082641
NFE2L2	ENSG00000116044
NFE2L3	ENSG00000050344
NFE4	ENSG00000230257
NFIA	ENSG00000162599
NFIB	ENSG00000147862
NFIC	ENSG00000141905
NFIL3	ENSG00000165030
NFIX	ENSG00000008441
NFKB1	ENSG00000109320
NFKB2	ENSG00000077150
NFX1	ENSG00000086102
NFXL1	ENSG00000170448
NFYA	ENSG00000001167
NFYB	ENSG00000120837
NFYC	ENSG00000066136
NHLH1	ENSG00000171786
NHLH2	ENSG00000177551
NKRF	ENSG00000186416
NKX1-1	ENSG00000235608
NKX1-2	ENSG00000229544
NKX2-1	ENSG00000136352
NKX2-2	ENSG00000125820
NKX2-3	ENSG00000119919
NKX2-4	ENSG00000125816
NKX2-5	ENSG00000183072
NKX2-6	ENSG00000180053
NKX2-8	ENSG00000136327
NKX3-1	ENSG00000167034
NKX3-2	ENSG00000109705
NKX6-1	ENSG00000163623
NKX6-2	ENSG00000148826
NKX6-3	ENSG00000165066
NME2	ENSG00000243678
NOBOX	ENSG00000106410
NOTO	ENSG00000214513
NPAS1	ENSG00000130751
NPAS2	ENSG00000170485
NPAS3	ENSG00000151322
NPAS4	ENSG00000174576
NR0B1	ENSG00000169297
NR1D1	ENSG00000126368
NR1D2	ENSG00000174738
NR1H2	ENSG00000131408
NR1H3	ENSG00000025434
NR1H4	ENSG00000012504
NR1I2	ENSG00000144852
NR1I3	ENSG00000143257
NR2C1	ENSG00000120798
NR2C2	ENSG00000177463
NR2E1	ENSG00000112333
NR2E3	ENSG00000278570
NR2F1	ENSG00000175745
NR2F2	ENSG00000185551
NR2F6	ENSG00000160113
NR3C1	ENSG00000113580
NR3C2	ENSG00000151623
NR4A1	ENSG00000123358
NR4A2	ENSG00000153234
NR4A3	ENSG00000119508
NR5A1	ENSG00000136931
NR5A2	ENSG00000116833
NR6A1	ENSG00000148200
NRF1	ENSG00000106459
NRL	ENSG00000129535
OLIG1	ENSG00000184221
OLIG2	ENSG00000205927
OLIG3	ENSG00000177468
ONECUT1	ENSG00000169856
ONECUT2	ENSG00000119547
ONECUT3	ENSG00000205922
OSR1	ENSG00000143867
OSR2	ENSG00000164920
OTP	ENSG00000171540
OTX1	ENSG00000115507
OTX2	ENSG00000165588
OVOL1	ENSG00000172818
OVOL2	ENSG00000125850
OVOL3	ENSG00000105261
PA2G4	ENSG00000170515
PATZ1	ENSG00000100105
PAX1	ENSG00000125813
PAX2	ENSG00000075891
PAX3	ENSG00000135903
PAX4	ENSG00000106331
PAX5	ENSG00000196092
PAX6	ENSG00000007372
PAX7	ENSG00000009709
PAX8	ENSG00000125618
PAX9	ENSG00000198807
PBX1	ENSG00000185630
PBX2	ENSG00000204304
PBX3	ENSG00000167081
PBX4	ENSG00000105717
PCGF2	ENSG00000277258
PCGF6	ENSG00000156374
PDX1	ENSG00000139515
PEG3	ENSG00000198300
PGR	ENSG00000082175
PHF1	ENSG00000112511
PHF19	ENSG00000119403
PHF20	ENSG00000025293
PHF21A	ENSG00000135365
PHOX2A	ENSG00000165462
PHOX2B	ENSG00000109132
PIN1	ENSG00000127445
PITX1	ENSG00000069011
PITX2	ENSG00000164093
PITX3	ENSG00000107859
PKNOX1	ENSG00000160199
PKNOX2	ENSG00000165495
PLAG1	ENSG00000181690
PLAGL1	ENSG00000118495
PLAGL2	ENSG00000126003
PLSCR1	ENSG00000188313
POGK	ENSG00000143157
POU1F1	ENSG00000064835
POU2AF1	ENSG00000110777
POU2F1	ENSG00000143190
POU2F2	ENSG00000028277
POU2F3	ENSG00000137709
POU3F1	ENSG00000185668
POU3F2	ENSG00000184486
POU3F3	ENSG00000198914
POU3F4	ENSG00000196767
POU4F1	ENSG00000152192
POU4F2	ENSG00000151615
POU4F3	ENSG00000091010
POU5F1	ENSG00000204531
POU5F1B	ENSG00000212993
POU5F2	ENSG00000248483
POU6F1	ENSG00000184271
POU6F2	ENSG00000106536
PPARA	ENSG00000186951
PPARD	ENSG00000112033
PPARG	ENSG00000132170
PRDM1	ENSG00000057657
PRDM10	ENSG00000170325
PRDM12	ENSG00000130711
PRDM13	ENSG00000112238
PRDM14	ENSG00000147596
PRDM15	ENSG00000141956
PRDM16	ENSG00000142611
PRDM2	ENSG00000116731
PRDM4	ENSG00000110851
PRDM5	ENSG00000138738
PRDM6	ENSG00000061455
PRDM8	ENSG00000152784
PRDM9	ENSG00000164256
PREB	ENSG00000138073
PRMT3	ENSG00000185238
PROP1	ENSG00000175325
PROX1	ENSG00000117707
PROX2	ENSG00000119608
PRR12	ENSG00000126464
PRRX1	ENSG00000116132
PRRX2	ENSG00000167157
PTF1A	ENSG00000168267
PURA	ENSG00000185129
PURB	ENSG00000146676
PURG	ENSG00000172733
RAG1	ENSG00000166349
RARA	ENSG00000131759
RARB	ENSG00000077092
RARG	ENSG00000172819
RAX	ENSG00000134438
RAX2	ENSG00000173976
RBAK	ENSG00000146587
RBCK1	ENSG00000125826
RBPJ	ENSG00000168214
RBPJL	ENSG00000124232
RBSN	ENSG00000131381
REL	ENSG00000162924
RELA	ENSG00000173039
RELB	ENSG00000104856
REPIN1	ENSG00000214022
REST	ENSG00000084093
REXO4	ENSG00000148300
RFX1	ENSG00000132005
RFX2	ENSG00000087903
RFX3	ENSG00000080298
RFX4	ENSG00000111783
RFX5	ENSG00000143390
RFX6	ENSG00000185002
RFX7	ENSG00000181827
RFX8	ENSG00000196460
RHOXF1	ENSG00000101883
RHOXF2	ENSG00000131721
RHOXF2B	ENSG00000203989
RLF	ENSG00000117000
RORA	ENSG00000069667
RORB	ENSG00000198963
RORC	ENSG00000143365
RREB1	ENSG00000124782
RUNX1	ENSG00000159216
RUNX2	ENSG00000124813
RUNX3	ENSG00000020633
RXRA	ENSG00000186350
RXRB	ENSG00000204231
RXRG	ENSG00000143171
SAFB	ENSG00000160633
SAFB2	ENSG00000130254
SALL1	ENSG00000103449
SALL2	ENSG00000165821
SALL3	ENSG00000256463
SALL4	ENSG00000101115
SATB1	ENSG00000182568
SATB2	ENSG00000119042
SCMH1	ENSG00000010803
SCML4	ENSG00000146285
SCRT1	ENSG00000261678
SCRT2	ENSG00000215397
SCX	ENSG00000260428
SEBOX	ENSG00000274529
SETBP1	ENSG00000152217
SETDB1	ENSG00000143379
SETDB2	ENSG00000136169
SGSM2	ENSG00000141258
SHOX	ENSG00000185960
SHOX2	ENSG00000168779
SIM1	ENSG00000112246
SIM2	ENSG00000159263
SIX1	ENSG00000126778
SIX2	ENSG00000170577
SIX3	ENSG00000138083
SIX4	ENSG00000100625
SIX5	ENSG00000177045
SIX6	ENSG00000184302
SKI	ENSG00000157933
SKIL	ENSG00000136603
SKOR1	ENSG00000188779
SKOR2	ENSG00000215474
SLC2A4RG	ENSG00000125520
SMAD1	ENSG00000170365
SMAD3	ENSG00000166949
SMAD4	ENSG00000141646
SMAD5	ENSG00000113658
SMAD9	ENSG00000120693
SMYD3	ENSG00000185420
SNAI1	ENSG00000124216
SNAI2	ENSG00000019549
SNAI3	ENSG00000185669
SNAPC2	ENSG00000104976
SNAPC4	ENSG00000165684
SNAPC5	ENSG00000174446
SOHLH1	ENSG00000165643
SOHLH2	ENSG00000120669
SON	ENSG00000159140
SOX1	ENSG00000182968
SOX10	ENSG00000100146
SOX11	ENSG00000176887
SOX12	ENSG00000177732
SOX13	ENSG00000143842
SOX14	ENSG00000168875
SOX15	ENSG00000129194
SOX17	ENSG00000164736
SOX18	ENSG00000203883
SOX2	ENSG00000181449
SOX21	ENSG00000125285
SOX3	ENSG00000134595
SOX30	ENSG00000039600
SOX4	ENSG00000124766
SOX5	ENSG00000134532
SOX6	ENSG00000110693
SOX7	ENSG00000171056
SOX8	ENSG00000005513
SOX9	ENSG00000125398
SP1	ENSG00000185591
SP100	ENSG00000067066
SP110	ENSG00000135899
SP140	ENSG00000079263
SP140L	ENSG00000185404
SP2	ENSG00000167182
SP3	ENSG00000172845
SP4	ENSG00000105866
SP5	ENSG00000204335
SP6	ENSG00000189120
SP7	ENSG00000170374
SP8	ENSG00000164651
SP9	ENSG00000217236
SPDEF	ENSG00000124664
SPEN	ENSG00000065526
SPI1	ENSG00000066336
SPIB	ENSG00000269404
SPIC	ENSG00000166211
SPZ1	ENSG00000164299
SRCAP	ENSG00000080603
SREBF1	ENSG00000072310
SREBF2	ENSG00000198911
SRF	ENSG00000112658
SRY	ENSG00000184895
ST18	ENSG00000147488
STAT1	ENSG00000115415
STAT2	ENSG00000170581
STAT3	ENSG00000168610
STAT4	ENSG00000138378
STAT5A	ENSG00000126561
STAT5B	ENSG00000173757
STAT6	ENSG00000166888
T	ENSG00000164458
TAL1	ENSG00000162367
TAL2	ENSG00000186051
TBP	ENSG00000112592
TBPL1	ENSG00000028839
TBPL2	ENSG00000182521
TBR1	ENSG00000136535
TBX1	ENSG00000184058
TBX10	ENSG00000167800
TBX15	ENSG00000092607
TBX18	ENSG00000112837
TBX19	ENSG00000143178
TBX2	ENSG00000121068
TBX20	ENSG00000164532
TBX21	ENSG00000073861
TBX22	ENSG00000122145
TBX3	ENSG00000135111
TBX4	ENSG00000121075
TBX5	ENSG00000089225
TBX6	ENSG00000149922
TCF12	ENSG00000140262
TCF15	ENSG00000125878
TCF20	ENSG00000100207
TCF21	ENSG00000118526
TCF23	ENSG00000163792
TCF24	ENSG00000261787
TCF3	ENSG00000071564
TCF4	ENSG00000196628
TCF7	ENSG00000081059
TCF7L1	ENSG00000152284
TCF7L2	ENSG00000148737
TCFL5	ENSG00000101190
TEAD1	ENSG00000187079
TEAD2	ENSG00000074219
TEAD3	ENSG00000007866
TEAD4	ENSG00000197905
TEF	ENSG00000167074
TERB1	ENSG00000249961
TERF1	ENSG00000147601
TERF2	ENSG00000132604
TET1	ENSG00000138336
TET2	ENSG00000168769
TET3	ENSG00000187605
TFAP2A	ENSG00000137203
TFAP2B	ENSG00000008196
TFAP2C	ENSG00000087510
TFAP2D	ENSG00000008197
TFAP2E	ENSG00000116819
TFAP4	ENSG00000090447
TFCP2	ENSG00000135457
TFCP2L1	ENSG00000115112
TFDP1	ENSG00000198176
TFDP2	ENSG00000114126
TFDP3	ENSG00000183434
TFE3	ENSG00000068323
TFEB	ENSG00000112561
TFEC	ENSG00000105967
TGIF1	ENSG00000177426
TGIF2	ENSG00000118707
TGIF2LX	ENSG00000153779
TGIF2LY	ENSG00000176679
THAP1	ENSG00000131931
THAP10	ENSG00000129028
THAP11	ENSG00000168286
THAP12	ENSG00000137492
THAP2	ENSG00000173451
THAP3	ENSG00000041988
THAP4	ENSG00000176946
